label,series,test,status,n_years,n_missing,gapped,trend,h,p,z,tau,s,var_s,slope,intercept,slope_index_based,var_inflation
aqua_night|lcz_based,suhii,original,ok,24,0,False,no trend,False,0.823349012100195,-0.22323962706262132,-0.036231884057971016,-10.0,1625.3333333333333,-0.002392836529277613,5.4204391525666615,-0.002392836529277613,1.0
aqua_night|lcz_based,suhii,hamed_rao,ok,24,0,False,no trend,False,0.823349012100195,-0.22323962706262132,-0.036231884057971016,-10.0,1625.3333333333333,-0.002392836529277613,5.4204391525666615,-0.002392836529277613,1.0
aqua_night|lcz_based,urban_mean,original,ok,24,0,False,no trend,False,0.0701839854914923,1.8107214195079284,0.26811594202898553,74.0,1625.3333333333333,0.022259276351709358,-23.401446078289275,0.022259276351709358,1.0
aqua_night|lcz_based,urban_mean,hamed_rao,ok,24,0,False,no trend,False,0.0701839854914923,1.8107214195079284,0.26811594202898553,74.0,1625.3333333333333,0.022259276351709358,-23.401446078289275,0.022259276351709358,1.0
aqua_night|lcz_based,rural_mean,original,ok,24,0,False,no trend,False,0.13026223878322818,1.5130685834244333,0.2246376811594203,62.0,1625.3333333333333,0.0228358914726441,-25.04651871914906,0.0228358914726441,1.0
aqua_night|lcz_based,rural_mean,hamed_rao,ok,24,0,False,no trend,False,0.13026223878322818,1.5130685834244333,0.2246376811594203,62.0,1625.3333333333333,0.0228358914726441,-25.04651871914906,0.0228358914726441,1.0
landsat_dry|buffer_ring,suhii,original,ok,26,0,False,no trend,False,0.6593353383597194,0.44083101502238703,0.06461538461538462,21.0,2058.3333333333335,0.018256014988927725,-30.10392699466717,0.018256014988927725,1.0
landsat_dry|buffer_ring,suhii,hamed_rao,ok,26,0,False,no trend,False,0.6593353383597194,0.44083101502238703,0.06461538461538462,21.0,2058.3333333333335,0.018256014988927725,-30.10392699466717,0.018256014988927725,1.0
landsat_dry|buffer_ring,urban_mean,original,ok,26,0,False,no trend,False,0.7576397352113808,0.3085817105156709,0.046153846153846156,15.0,2058.3333333333335,0.01685031568717843,6.414065030835996,0.01685031568717843,1.0
landsat_dry|buffer_ring,urban_mean,hamed_rao,ok,26,0,False,no trend,False,0.7576397352113808,0.3085817105156709,0.046153846153846156,15.0,2058.3333333333335,0.01685031568717843,6.414065030835996,0.01685031568717843,1.0
landsat_dry|buffer_ring,rural_mean,original,ok,26,0,False,no trend,False,0.8255475691294885,0.22041550751119351,0.033846153846153845,11.0,2058.3333333333335,0.011668202461318463,10.328948530823702,0.011668202461318463,1.0
landsat_dry|buffer_ring,rural_mean,hamed_rao,ok,26,0,False,no trend,False,0.7761076839465644,0.28439500829729736,0.033846153846153845,11.0,1236.391643866849,0.011668202461318463,10.328948530823702,0.011668202461318463,0.6006761022834894
landsat_dry|lcz_based,suhii,original,ok,26,0,False,increasing,True,0.004782669315397836,2.821318496143277,0.39692307692307693,129.0,2058.3333333333335,0.06086988966957089,-119.07397803192482,0.06086988966957089,1.0
landsat_dry|lcz_based,suhii,hamed_rao,ok,26,0,False,increasing,True,0.004782669315397836,2.821318496143277,0.39692307692307693,129.0,2058.3333333333335,0.06086988966957089,-119.07397803192482,0.06086988966957089,1.0
landsat_dry|lcz_based,urban_mean,original,ok,26,0,False,increasing,True,0.021887110869362347,2.2923212781164124,0.3230769230769231,105.0,2058.3333333333335,0.08292333506566621,-129.868165305322,0.08292333506566621,1.0
landsat_dry|lcz_based,urban_mean,hamed_rao,ok,26,0,False,increasing,True,0.021887110869362347,2.2923212781164124,0.3230769230769231,105.0,2058.3333333333335,0.08292333506566621,-129.868165305322,0.08292333506566621,1.0
landsat_dry|lcz_based,rural_mean,original,ok,26,0,False,no trend,False,0.5084542305885602,0.6612465225335805,0.09538461538461539,31.0,2058.3333333333335,0.02393088580203558,-14.488459850130813,0.02393088580203558,1.0
landsat_dry|lcz_based,rural_mean,hamed_rao,ok,26,0,False,no trend,False,0.5084542305885602,0.6612465225335805,0.09538461538461539,31.0,2058.3333333333335,0.02393088580203558,-14.488459850130813,0.02393088580203558,1.0
landsat_oli_dry|buffer_ring,suhii,original,ok,12,0,False,no trend,False,0.5371338571769022,0.6171529331913674,0.15151515151515152,10.0,212.66666666666666,0.02893972517430517,-51.61284571111588,0.02893972517430517,1.0
landsat_oli_dry|buffer_ring,suhii,hamed_rao,ok,12,0,False,no trend,False,0.5371338571769022,0.6171529331913674,0.15151515151515152,10.0,212.66666666666666,0.02893972517430517,-51.61284571111588,0.02893972517430517,1.0
landsat_oli_dry|buffer_ring,urban_mean,original,ok,12,0,False,no trend,False,0.11475673431864908,-1.5771686070446058,-0.36363636363636365,-24.0,212.66666666666666,-0.1573530488007151,359.21586786268745,-0.1573530488007151,1.0
landsat_oli_dry|buffer_ring,urban_mean,hamed_rao,ok,12,0,False,no trend,False,0.11475673431864908,-1.5771686070446058,-0.36363636363636365,-24.0,212.66666666666666,-0.1573530488007151,359.21586786268745,-0.1573530488007151,1.0
landsat_oli_dry|buffer_ring,rural_mean,original,ok,12,0,False,decreasing,True,0.007487886815149114,-2.6743293771625924,-0.6060606060606061,-40.0,212.66666666666666,-0.17422635973969136,386.28771406802207,-0.17422635973969136,1.0
landsat_oli_dry|buffer_ring,rural_mean,hamed_rao,ok,12,0,False,decreasing,True,0.007487886815149114,-2.6743293771625924,-0.6060606060606061,-40.0,212.66666666666666,-0.17422635973969136,386.28771406802207,-0.17422635973969136,1.0
landsat_oli_dry|lcz_based,suhii,original,ok,12,0,False,increasing,True,0.046744941053711075,1.9886038958388508,0.45454545454545453,30.0,212.66666666666666,0.07530613985222531,-148.08904004448215,0.07530613985222531,1.0
landsat_oli_dry|lcz_based,suhii,hamed_rao,ok,12,0,False,increasing,True,0.046744941053711075,1.9886038958388508,0.45454545454545453,30.0,212.66666666666666,0.07530613985222531,-148.08904004448215,0.07530613985222531,1.0
landsat_oli_dry|lcz_based,urban_mean,original,ok,12,0,False,no trend,False,0.11475673431864908,-1.5771686070446058,-0.36363636363636365,-24.0,212.66666666666666,-0.14723522667501987,335.368852884014,-0.14723522667501987,1.0
landsat_oli_dry|lcz_based,urban_mean,hamed_rao,ok,12,0,False,no trend,False,0.11475673431864908,-1.5771686070446058,-0.36363636363636365,-24.0,212.66666666666666,-0.14723522667501987,335.368852884014,-0.14723522667501987,1.0
landsat_oli_dry|lcz_based,rural_mean,original,ok,12,0,False,decreasing,True,0.011174811327380407,-2.537184280897844,-0.5757575757575758,-38.0,212.66666666666666,-0.2411990200467642,521.3753544722252,-0.2411990200467642,1.0
landsat_oli_dry|lcz_based,rural_mean,hamed_rao,ok,12,0,False,decreasing,True,0.011174811327380407,-2.537184280897844,-0.5757575757575758,-38.0,212.66666666666666,-0.2411990200467642,521.3753544722252,-0.2411990200467642,1.0
terra_day|buffer_ring,suhii,original,ok,26,0,False,no trend,False,0.10287454664474693,-1.631074755582832,-0.23076923076923078,-75.0,2058.3333333333335,-0.043215164608425595,90.0538986349485,-0.043215164608425595,1.0
terra_day|buffer_ring,suhii,hamed_rao,ok,26,0,False,no trend,False,0.10287454664474693,-1.631074755582832,-0.23076923076923078,-75.0,2058.3333333333335,-0.043215164608425595,90.0538986349485,-0.043215164608425595,1.0
terra_day|buffer_ring,urban_mean,original,ok,26,0,False,no trend,False,0.3321321174074414,-0.9698282330492515,-0.13846153846153847,-45.0,2058.3333333333335,-0.02227588117766694,78.65040833777313,-0.02227588117766694,1.0
terra_day|buffer_ring,urban_mean,hamed_rao,ok,26,0,False,no trend,False,0.3321321174074414,-0.9698282330492515,-0.13846153846153847,-45.0,2058.3333333333335,-0.02227588117766694,78.65040833777313,-0.02227588117766694,1.0
terra_day|buffer_ring,rural_mean,original,ok,26,0,False,increasing,True,0.04257834985054809,2.02782266910298,0.28615384615384615,93.0,2058.3333333333335,0.03374310334523519,-37.214718351761505,0.03374310334523519,1.0
terra_day|buffer_ring,rural_mean,hamed_rao,ok,26,0,False,increasing,True,0.04257834985054809,2.02782266910298,0.28615384615384615,93.0,2058.3333333333335,0.03374310334523519,-37.214718351761505,0.03374310334523519,1.0
terra_day|lcz_based,suhii,original,ok,26,0,False,increasing,True,0.00021308124418717433,3.702980526188051,0.52,169.0,2058.3333333333335,0.02611395056342995,-50.991756660360764,0.02611395056342995,1.0
terra_day|lcz_based,suhii,hamed_rao,ok,26,0,False,increasing,True,0.00021308124418717433,3.702980526188051,0.52,169.0,2058.3333333333335,0.02611395056342995,-50.991756660360764,0.02611395056342995,1.0
terra_day|lcz_based,urban_mean,original,ok,26,0,False,increasing,True,0.008169427521185657,2.644986090134322,0.3723076923076923,121.0,2058.3333333333335,0.06229588782846667,-93.09861540251605,0.06229588782846667,1.0
terra_day|lcz_based,urban_mean,hamed_rao,ok,26,0,False,increasing,True,0.008169427521185657,2.644986090134322,0.3723076923076923,121.0,2058.3333333333335,0.06229588782846667,-93.09861540251605,0.06229588782846667,1.0
terra_day|lcz_based,rural_mean,original,ok,26,0,False,no trend,False,0.10287454664474693,1.631074755582832,0.23076923076923078,75.0,2058.3333333333335,0.040143325627992964,-50.286222088753746,0.040143325627992964,1.0
terra_day|lcz_based,rural_mean,hamed_rao,ok,26,0,False,no trend,False,0.10287454664474693,1.631074755582832,0.23076923076923078,75.0,2058.3333333333335,0.040143325627992964,-50.286222088753746,0.040143325627992964,1.0
terra_day_relaxed|buffer_ring,suhii,original,ok,26,0,False,decreasing,True,0.004164806898991236,-2.8654015976455156,-0.40307692307692305,-131.0,2058.3333333333335,-0.02969015496117728,63.39586077092075,-0.02969015496117728,1.0
terra_day_relaxed|buffer_ring,suhii,hamed_rao,ok,26,0,False,decreasing,True,0.004164806898991236,-2.8654015976455156,-0.40307692307692305,-131.0,2058.3333333333335,-0.02969015496117728,63.39586077092075,-0.02969015496117728,1.0
terra_day_relaxed|buffer_ring,urban_mean,original,ok,26,0,False,no trend,False,1.0,0.0,-0.003076923076923077,-1.0,2058.3333333333335,-7.318695206438318e-05,33.86651722446267,-7.318695206438318e-05,1.0
terra_day_relaxed|buffer_ring,urban_mean,hamed_rao,ok,26,0,False,no trend,False,1.0,0.0,-0.003076923076923077,-1.0,2737.7384718422254,-7.318695206438318e-05,33.86651722446267,-7.318695206438318e-05,1.330075370935494
terra_day_relaxed|buffer_ring,rural_mean,original,ok,26,0,False,no trend,False,0.06409905424175921,1.8514902630940255,0.26153846153846155,85.0,2058.3333333333335,0.027832321325937905,-25.89341819485028,0.027832321325937905,1.0
terra_day_relaxed|buffer_ring,rural_mean,hamed_rao,ok,26,0,False,no trend,False,0.06409905424175921,1.8514902630940255,0.26153846153846155,85.0,2058.3333333333335,0.027832321325937905,-25.89341819485028,0.027832321325937905,1.0
terra_day_relaxed|lcz_based,suhii,original,ok,26,0,False,increasing,True,0.0003559860458823838,3.570731221681335,0.5015384615384615,163.0,2058.3333333333335,0.02546203235495703,-49.41066571944791,0.02546203235495703,1.0
terra_day_relaxed|lcz_based,suhii,hamed_rao,ok,26,0,False,increasing,True,0.0003559860458823838,3.570731221681335,0.5015384615384615,163.0,2058.3333333333335,0.02546203235495703,-49.41066571944791,0.02546203235495703,1.0
terra_day_relaxed|lcz_based,urban_mean,original,ok,26,0,False,increasing,True,0.006273131918895336,2.7331522931387995,0.38461538461538464,125.0,2058.3333333333335,0.06272358829574029,-94.42937407538439,0.06272358829574029,1.0
terra_day_relaxed|lcz_based,urban_mean,hamed_rao,ok,26,0,False,increasing,True,0.006273131918895336,2.7331522931387995,0.38461538461538464,125.0,2058.3333333333335,0.06272358829574029,-94.42937407538439,0.06272358829574029,1.0
terra_day_relaxed|lcz_based,rural_mean,original,ok,26,0,False,no trend,False,0.05242145358650174,1.939656466098503,0.27384615384615385,89.0,2058.3333333333335,0.03344907031090116,-37.4132134263551,0.03344907031090116,1.0
terra_day_relaxed|lcz_based,rural_mean,hamed_rao,ok,26,0,False,no trend,False,0.14759278721150548,1.4480867624920823,0.27384615384615385,89.0,3692.973381212951,0.03344907031090116,-37.4132134263551,0.03344907031090116,1.7941571082815955
terra_night|buffer_ring,suhii,original,ok,26,0,False,no trend,False,0.3545784475977316,-0.9257451315470128,-0.13230769230769232,-43.0,2058.3333333333335,-0.011139345770122893,24.830989748490495,-0.011139345770122893,1.0
terra_night|buffer_ring,suhii,hamed_rao,ok,26,0,False,no trend,False,0.3545784475977316,-0.9257451315470128,-0.13230769230769232,-43.0,2058.3333333333335,-0.011139345770122893,24.830989748490495,-0.011139345770122893,1.0
terra_night|buffer_ring,urban_mean,original,ok,26,0,False,increasing,True,0.030767098256619496,2.1600719736096963,0.3046153846153846,99.0,2058.3333333333335,0.027760351405423656,-31.870366117532363,0.027760351405423656,1.0
terra_night|buffer_ring,urban_mean,hamed_rao,ok,26,0,False,increasing,True,0.030767098256619496,2.1600719736096963,0.3046153846153846,99.0,2058.3333333333335,0.027760351405423656,-31.870366117532363,0.027760351405423656,1.0
terra_night|buffer_ring,rural_mean,original,ok,26,0,False,increasing,True,0.0020299364239215745,3.085817105156709,0.4338461538461538,141.0,2058.3333333333335,0.03643358126282692,-51.651497261598706,0.03643358126282692,1.0
terra_night|buffer_ring,rural_mean,hamed_rao,ok,26,0,False,increasing,True,0.0020299364239215745,3.085817105156709,0.4338461538461538,141.0,2058.3333333333335,0.03643358126282692,-51.651497261598706,0.03643358126282692,1.0
terra_night|lcz_based,suhii,original,ok,26,0,False,no trend,False,0.29005797903523867,-1.0579944360537288,-0.15076923076923077,-49.0,2058.3333333333335,-0.0065021165985275076,13.691914777774546,-0.0065021165985275076,1.0
terra_night|lcz_based,suhii,hamed_rao,ok,26,0,False,no trend,False,0.29005797903523867,-1.0579944360537288,-0.15076923076923077,-49.0,2058.3333333333335,-0.0065021165985275076,13.691914777774546,-0.0065021165985275076,1.0
terra_night|lcz_based,urban_mean,original,ok,26,0,False,increasing,True,0.017289748509042413,2.38048748112089,0.3353846153846154,109.0,2058.3333333333335,0.035220352131583775,-48.64067180122869,0.035220352131583775,1.0
terra_night|lcz_based,urban_mean,hamed_rao,ok,26,0,False,increasing,True,0.017289748509042413,2.38048748112089,0.3353846153846154,109.0,2058.3333333333335,0.035220352131583775,-48.64067180122869,0.035220352131583775,1.0
terra_night|lcz_based,rural_mean,original,ok,26,0,False,increasing,True,0.00094559552168616,3.3062326126679027,0.4646153846153846,151.0,2058.3333333333335,0.03991560341840157,-58.81639633259398,0.03991560341840157,1.0
terra_night|lcz_based,rural_mean,hamed_rao,ok,26,0,False,increasing,True,0.00094559552168616,3.3062326126679027,0.4646153846153846,151.0,2058.3333333333335,0.03991560341840157,-58.81639633259398,0.03991560341840157,1.0
